event_id,n_picks,depth_km,selection_group,rms_residual_s,mad_residual_s,p90_abs_residual_s,median_residual_s,azimuthal_gap_deg,relocated_lat,relocated_lon,relocated_z_km,horizontal_shift_km,vertical_shift_km,total_shift_km,origin_time_shift_s,horizontal_uncertainty_0p20_km,depth_uncertainty_0p20_km,origin_time_uncertainty_0p20_s,sgc_rms_s,final_event_rms_s,rms_improvement_s,rms_improvement_percent,gap_class,nest_depth_class
SGC2023vkrrvz,7,130.0,domain_20_120,0.2110321788489537,0.2158617594706274,0.2968596550365511,-0.088693167109632,159.08500000000004,6.67474668436328,-73.60019556082159,130.0,10.000003814697266,10.0,14.142138321129512,-0.8576058206217994,22.36068148098264,30.0,1.0726330222951868,0.7,0.2110321788489537,0.4889678211510462,69.85254587872089,gap_lt_180,deep_nest
SGC2023ajetdo,7,140.0,domain_20_120,0.1443263642971448,0.0933513418778738,0.1964856220986597,-0.0488416048641866,159.08500000000004,6.67474668436328,-73.60019556082159,140.0,14.142138321129512,10.0,17.320510278105544,-0.6765196372728397,14.142138321129512,40.0,1.3953414050295836,0.7,0.1443263642971448,0.5556736357028551,79.38194795755074,gap_lt_180,deep_nest
SGC2023mlmecb,4,120.0,domain_20_120,0.0923053128940471,0.0835259205494508,0.1305969487778841,0.0356590919624899,263.333,6.584915566864178,-73.69070129433389,120.0,10.0,10.0,14.142135623730953,-1.2766270424183004,22.360679774997894,40.0,1.643469012264985,0.8,0.0923053128940471,0.707694687105953,88.46183588824411,gap_ge_180,deep_nest
SGC2023zicuzp,5,130.0,domain_20_120,0.1500667315444737,0.1378782974574852,0.224310177456585,-0.0433784191208594,201.02500000000003,6.67474668436328,-73.60019556082159,130.0,14.142138321129512,10.0,17.320510278105544,-0.4533525863653729,22.36068148098264,40.0,1.2079745995939402,0.6,0.1500667315444737,0.4499332684555261,74.98887807592104,gap_ge_180,deep_nest
SGC2023xctbrz,5,110.0,domain_20_120,0.2035559881286237,0.1888495490479555,0.3120273707032211,0.0383913408415104,232.576,6.405253331865975,-73.69070129433389,110.0,0.0,0.0,0.0,-0.0696389233161234,10.0,20.0,0.6928377366523313,0.6,0.2035559881286237,0.3964440118713762,66.0740019785627,gap_ge_180,crustal_intermediate
SGC2025kuyfzb,6,100.0,domain_20_120,0.1935239053176985,0.1269711889143589,0.2863215307185989,0.0634308825945799,153.40800000000002,6.764577801862382,-73.5096897927841,100.0,10.0,-10.0,14.142135623730953,1.3411015243146496,10.0,30.0,0.9292057642090752,0.7,0.1935239053176985,0.5064760946823014,72.35372781175734,gap_lt_180,crustal_intermediate
SGC2022uzdcga,6,130.0,domain_20_120,0.3207693821327869,0.4793009615150888,0.4438186562110449,0.0132785793337024,177.74899999999997,6.584915566864178,-73.5096897927841,130.0,0.0,0.0,0.0,0.1333072913031223,14.142138321129512,30.0,1.0359530225001592,0.8,0.3207693821327869,0.4792306178672131,59.90382723340164,gap_lt_180,deep_nest
SGC2026dktcye,6,130.0,domain_20_120,0.236289791611288,0.1930304893812529,0.3752094698928463,0.0087578703620518,159.08500000000004,6.67474668436328,-73.60019556082159,130.0,14.142138321129512,10.0,17.320510278105544,-0.6296904876563083,22.36068148098264,30.0,1.0298739500784968,0.8,0.236289791611288,0.563710208388712,70.463776048589,gap_lt_180,deep_nest
SGC2023tvuaug,7,130.0,domain_20_120,0.1666795870996751,0.1376243751549869,0.241558666192433,-0.007779760503606,159.08500000000004,6.67474668436328,-73.60019556082159,130.0,14.142138321129512,10.0,17.320510278105544,-0.5599386653689109,22.36068148098264,40.0,1.1896042601515906,0.7,0.1666795870996751,0.5333204129003248,76.18863041433212,gap_lt_180,deep_nest
SGC2026ajmphg,8,140.0,domain_20_120,0.2684012327209756,0.2206328700583356,0.399379893929754,0.0006010303637076,138.122,6.764577801862382,-73.5096897927841,140.0,14.142135623730953,10.0,17.320508075688775,-0.5159818735333825,22.360679774997894,40.0,1.3959109106811354,0.7,0.2684012327209756,0.4315987672790243,61.65696675414634,gap_lt_180,deep_nest
