lon,lat,x_km,y_km,slab_depth_km,nearest_control_event_km,confidence,vp_final_km_s,dvp_percent_on_surface,vp_active_surface,hit_count_surface,tomography_supported_slab
-73.74335916135182,6.370467665089727,-82.13393036042801,-70.0795395222116,108.69147315622706,5.699354076566115,high,9.328246929297846,0.8053277109253407,True,124.0,True
-73.73184024946515,6.370467665089727,-80.86120304916844,-70.0795395222116,109.44074351633863,5.971278144892735,high,9.398089429162498,0.8688842748235748,True,88.0,True
-73.72032133757848,6.370467665089727,-79.58847573790888,-70.0795395222116,110.23628804632223,5.070084153914473,high,9.460690136049749,0.8911299622796859,True,88.0,True
-73.70880242569181,6.370467665089727,-78.31574842664931,-70.0795395222116,111.14273781902952,4.35832692549877,high,9.465748770465714,0.7388115195096849,True,88.0,True
-73.69728351380515,6.370467665089727,-77.04302111538973,-70.0795395222116,112.21506178527935,3.9400435871868886,high,9.462298512142327,0.6118624332394458,True,88.0,True
-73.68576460191848,6.370467665089727,-75.77029380413018,-70.0795395222116,113.48009659883199,3.910568112945933,high,9.41527868923768,0.49188266939214254,True,88.0,True
-73.67424569003181,6.370467665089727,-74.4975664928706,-70.0795395222116,114.90934643561381,4.277944843110828,high,9.324746106335066,0.3733065616428153,True,88.0,True
-73.66272677814514,6.370467665089727,-73.22483918161103,-70.0795395222116,116.41791181168867,4.95466959676017,high,9.244884154404014,0.3001013037928642,True,94.0,True
-73.65120786625847,6.370467665089727,-71.95211187035147,-70.0795395222116,117.89411982158998,5.834068834276174,high,9.180782860193633,0.27781394697351747,True,94.0,True
-73.6396889543718,6.370467665089727,-70.6793845590919,-70.0795395222116,119.22577362758399,5.834065981043531,high,9.13538368052048,0.3045188760168944,True,77.0,True
-73.62817004248514,6.370467665089727,-69.40665724783233,-70.0795395222116,120.3120579665268,4.954667217008132,high,9.11745168612521,0.4011705573259088,True,77.0,True
-73.61665113059847,6.370467665089727,-68.13392993657276,-70.0795395222116,121.07053378392713,4.2779432218149935,high,9.12892609026557,0.5608662761790592,True,77.0,True
-73.6051322187118,6.370467665089727,-66.8612026253132,-70.0795395222116,121.44573964408617,3.910567580863759,high,9.143814289674243,0.6853980045565611,True,77.0,True
-73.59361330682513,6.370467665089727,-65.58847531405362,-70.0795395222116,121.417596133073,3.940044291322677,high,9.140987060633751,0.6274652690668562,True,77.0,True
-73.58209439493847,6.370467665089727,-64.31574800279405,-70.0795395222116,121.0044780500599,4.358328676031471,high,9.12134344400221,0.4112208594382783,True,77.0,True
-73.5705754830518,6.370467665089727,-63.043020691534494,-70.0795395222116,120.2603526781433,5.070086616292073,high,9.096267668948764,0.1351771820379987,True,77.0,True
-73.55905657116513,6.370467665089727,-61.77029338027492,-70.0795395222116,119.26525402167296,5.971281048714913,high,9.088674758128908,-0.059970344130416485,True,77.0,False
-73.54753765927846,6.370467665089727,-60.49756606901535,-70.0795395222116,118.10927177837434,5.699354076566115,high,9.091762561769848,-0.16969919671219533,False,16.0,False
-73.5360187473918,6.370467665089727,-59.22483875775579,-70.0795395222116,116.87499799554726,4.84332935655656,high,9.096737793534585,-0.22901889684291094,False,16.0,False
-73.52449983550513,6.370467665089727,-57.95211144649622,-70.0795395222116,115.62288644050885,4.203892391551703,high,9.102718740766603,-0.23755647828140772,False,16.0,False
-73.51298092361846,6.370467665089727,-56.679384135236646,-70.0795395222116,114.38763776243837,3.889376921958331,high,9.10916521816768,-0.19742415690201562,True,20.0,False
-73.50146201173179,6.370467665089727,-55.40665682397707,-70.0795395222116,113.19831787599526,3.977620401701231,high,9.055844031852327,-0.08662728803189683,True,20.0,False
-73.48994309984512,6.370467665089727,-54.133929512717515,-70.0795395222116,112.10570821183792,4.444698515833177,high,8.948240858946603,0.008807803659522304,True,20.0,True
-73.47842418795847,6.370467665089727,-52.86120220145794,-70.0795395222116,111.17339282771879,5.1893058640748375,high,8.81102787151305,0.0668873789742684,True,20.0,True
-73.4669052760718,6.370467665089727,-51.58847489019837,-70.0795395222116,110.44837117855818,6.110819537741675,high,8.653570752176256,0.09116343558951963,True,20.0,True
-73.85854828021849,6.386331458179994,-94.86120347302369,-68.31358207540309,93.55582610064626,2.559795930793794,high,8.76787485452708,-0.38139623964879504,True,67.0,False
-73.84702936833182,6.386331458179994,-93.58847616176413,-68.31358207540309,95.17880011498029,3.445993689434137,high,8.751414607728387,-0.7076461097539942,True,111.0,False
-73.83551045644515,6.386331458179994,-92.31574885050456,-68.31358207540309,96.91922467837784,4.5207144817587634,high,8.822211419009943,-0.7863210853164612,True,111.0,False
-73.82399154455848,6.386331458179994,-91.04302153924499,-68.31358207540309,98.73524852703274,5.1753206958305835,high,8.983953564668017,-0.5976448246731889,True,73.0,False
-73.81247263267183,6.386331458179994,-89.77029422798543,-68.31358207540309,100.57729429271443,4.046075164003822,high,9.155050547310642,-0.17241170280800583,True,73.0,False
-73.80095372078516,6.386331458179994,-88.49756691672584,-68.31358207540309,102.37327562568572,3.0326842530168907,high,9.182527486483751,0.24935663200551034,True,73.0,True
